Name,Description,Price1,Price2,Image
Lider,Sofrito,$1.290,$ Precio x Kg : $6.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052769a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Betarraga Corte Noodle,$1.290,$ Precio x Kg : $5.160,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052765a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Zanahoria Corte Noodle,$1.290,$ Precio x Kg : $5.160,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052763a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Membrillo,Membrillo Granel,$1.590,Precio x Kg:$1.590,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327042a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kiwi,Kiwi Gold Pote,$1.790,$ Precio x Kg : $1.790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/955883a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Base Para Cazuela,$1.890,$ Precio x Kg : $3.780,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052757a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Base Para Carbonada y Charquican,$1.890,$ Precio x Kg : $3.780,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052759a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Base Mix Verduras,$1.890,$ Precio x Kg : $3.780,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052761a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Manzanas,Manzana Jazz Bolsa,$1.990,$ Precio x Kg : $1.531,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/902897a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mandarina,Mandarina Malla,$2.190,$ Precio x Kg : $2.190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/961389a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alcayota,Alcayota,$2.290,$ Precio x Un : $2.290,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331330a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Espinaca,Espinaca Baby Fresh Cut Caja,$2.290,$ Precio x Kg : $15.267,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328402a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Yuca,Yuca,$2.390,$ Precio x Un : $2.390,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/973327a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Pimiento,Pimiento Semáforo,$2.790,$ Precio x Un : $2.790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/532153a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Castañas,Castañas Granel,$2.890,Precio x Kg:$2.890,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323344a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Maracuya,Maracuya,$3.890,Precio x Kg:$3.890,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/934833a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Piñones,Piñones,$3.990,Precio x Kg:$3.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/315009a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Naranjas,Naranjas Sofruco Malla,$7.490,$ Precio x Kg : $1.498,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327300a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
